FullDate, Year, Month, DATE, Acrodictys, Agrocybe, Algae, Alternaria, Arthimium, Ascomycetes, Asperisporium, Basidiomycetes, Beltrania, Botrytis, Cercospora, Cladosporium, Curvularia, *D. conidia/hyphae, Dendryphiella, Drechslera/Helmintho., Dichotomophthora, Diplococcum, Epicoccum, Fusariella, Ganoderma, Helicomina, Microsporum, Misc. Fungus (Hyaline), Monodictys, Myxomycete/Smut, Nigrospora, Penicillium/Aspergillus, Periconia, Pestalotiopsis, Pithomyces, Powdery Mildew, Pseudocercospora, Puccinia, Rust, Spegazinia, Stemphyllium, Tetrapola, Tilletia, Torula
7/19/2013,2013,7,19, NA, NA, NA,22, NA,4779, NA,1105, NA, NA,75,2006,26, NA, NA,41, NA, NA,18, NA, NA, NA, NA, NA, NA,142,14,324,6, NA, NA, NA, NA, NA, NA,2, NA,2, NA,2
7/20/2013,2013,7,20, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
7/21/2013,2013,7,21, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
7/22/2013,2013,7,22, NA, NA, NA,48, NA,1682, NA,900, NA, NA,62,4125,60, NA, NA,122, NA, NA,64, NA, NA, NA, NA, NA, NA,692,170, NA,18, NA,30, NA, NA, NA,4,4, NA,4, NA,4
7/23/2013,2013,7,23, NA, NA,152,98, NA,4394, NA,704, NA, NA,496,3953,164, NA, NA,42, NA, NA,66, NA, NA, NA, NA, NA, NA,188,54,36,96, NA,24, NA, NA, NA,2, NA, NA,6, NA,18
7/24/2013,2013,7,24, NA, NA,16,158, NA,1065, NA,3055, NA, NA,188,1264,77, NA, NA,41, NA, NA,81, NA, NA, NA, NA, NA, NA,381,57, NA,41, NA,12, NA, NA, NA,12,2,32,2, NA,24
7/25/2013,2013,7,25, NA, NA,4,235, NA,4198, NA,1021, NA, NA,396,4977,48, NA, NA,28, NA, NA,224, NA, NA, NA, NA, NA, NA,506,65, NA,72, NA,6, NA, NA, NA, NA, NA,8,2, NA, NA
7/26/2013,2013,7,26, NA, NA, NA,105, NA,4795, NA,1709, NA, NA,134,3034,44, NA, NA,56, NA, NA,40, NA, NA, NA, NA, NA, NA,384,36,216,18, NA,12, NA, NA, NA,2,4, NA, NA, NA,4
7/27/2013,2013,7,27, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
7/28/2013,2013,7,28, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
7/30/2013,2013,7,30, NA, NA, NA,65, NA,1762, NA,597, NA, NA,82,1314,79, NA, NA,43, NA, NA,14, NA, NA, NA, NA, NA, NA,237,36, NA,12, NA,28, NA, NA, NA, NA,2,4, NA, NA,2
7/31/2013,2013,7,31, NA, NA,18,134, NA,936, NA,426, NA, NA,212,608,52, NA, NA,44, NA, NA,48, NA, NA, NA, NA, NA, NA,316,18, NA,22, NA,4, NA, NA, NA,8,6,4,2, NA,2
6/3/2013,2013,6,3, NA, NA,113,68, NA,1021, NA,76, NA, NA,22,1166,8, NA, NA,16, NA, NA,20, NA, NA, NA, NA, NA, NA,550, NA, NA,12, NA, NA,4, NA, NA, NA,4,32, NA, NA,12
6/4/2013,2013,6,4, NA, NA,8,324, NA,2681, NA,413, NA, NA,123,4536,30, NA, NA,76, NA, NA,10, NA, NA, NA, NA, NA, NA,91,6,129,10, NA, NA,2, NA, NA,12, NA, NA, NA, NA, NA
6/5/2013,2013,6,5, NA, NA,32,184, NA,996, NA,473, NA, NA,54,3596,38, NA, NA,101, NA, NA,50, NA, NA, NA, NA, NA, NA,228, NA, NA,16, NA,4, NA, NA, NA,38,4, NA,4, NA, NA
6/6/2013,2013,6,6, NA, NA, NA,80, NA,791, NA,275, NA, NA,16,3434,14, NA, NA,20, NA, NA,30, NA, NA, NA, NA, NA, NA,149,10, NA,6, NA, NA, NA, NA, NA,16, NA, NA, NA, NA, NA
6/7/2013,2013,6,7, NA, NA, NA,48, NA,1261, NA,299, NA, NA,62,2502,8, NA, NA,20, NA, NA,40, NA, NA, NA, NA, NA, NA,208,24,261,8, NA,4,4, NA, NA,16,2,2,2, NA, NA
6/10/2013,2013,6,10, NA, NA, NA,20, NA,1038, NA,210, NA, NA,10,793, NA, NA, NA,12, NA, NA,20, NA, NA, NA, NA, NA, NA,230,10,89,8, NA, NA, NA, NA, NA,12, NA, NA, NA, NA, NA
6/11/2013,2013,6,11, NA, NA,8,149, NA,1055, NA,400, NA, NA,89,2711,20, NA, NA,48, NA, NA,8, NA, NA, NA, NA, NA, NA,129,8, NA,10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
6/12/2013,2013,6,12, NA, NA, NA,40, NA,1004, NA,319, NA, NA,44,2083,12, NA, NA,32, NA, NA,22, NA, NA, NA, NA, NA, NA,58,6, NA,8, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA
6/13/2013,2013,6,13, NA, NA, NA,60, NA,737, NA,526, NA, NA,143,1336,22, NA, NA,36, NA, NA,56, NA, NA, NA, NA, NA, NA,159,50, NA,36, NA,4, NA, NA, NA,4, NA, NA, NA, NA,2
6/14/2013,2013,6,14, NA, NA, NA,58, NA,544, NA,315, NA, NA,74,1426,20, NA, NA,40, NA, NA,48, NA, NA, NA, NA, NA, NA,180,48, NA,36, NA, NA, NA, NA, NA,4,2, NA,4, NA,12
6/17/2013,2013,6,17, NA, NA,16,70, NA,564, NA,178, NA, NA,34,1646,28, NA, NA,28, NA, NA,40, NA, NA, NA, NA, NA, NA,151, NA, NA,16, NA,2, NA, NA, NA, NA, NA, NA,2, NA,12
6/18/2013,2013,6,18, NA, NA,122,46, NA,792, NA,261, NA, NA,58,1296,34, NA, NA,32, NA, NA,44, NA, NA, NA, NA, NA, NA,216, NA, NA,20, NA,16, NA, NA, NA, NA, NA, NA, NA, NA, NA
6/19/2013,2013,6,19, NA, NA, NA,16, NA,1496, NA,135, NA, NA,20,1255,12, NA, NA,6, NA, NA,24, NA, NA, NA, NA, NA, NA,72,8,52,10, NA,8, NA, NA, NA,8, NA, NA, NA, NA, NA
6/20/2013,2013,6,20, NA, NA,40,32, NA,834, NA,107, NA, NA,30,1206,12, NA, NA,8, NA, NA,14, NA, NA, NA, NA, NA, NA,78,6, NA,8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
6/21/2013,2013,6,21, NA, NA, NA,20, NA,974, NA,83, NA, NA,12,1223,12, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,4,2, NA, NA
6/24/2013,2013,6,24, NA, NA, NA,12, NA,1059, NA,79, NA, NA,10,1287,8, NA, NA,24, NA, NA,8, NA, NA, NA, NA, NA, NA,90, NA, NA,10, NA, NA, NA, NA, NA, NA, NA,4, NA, NA, NA
6/25/2013,2013,6,25, NA, NA,80,28, NA,834, NA,93, NA, NA,40,1496,36, NA, NA,24, NA, NA,18, NA, NA, NA, NA, NA, NA,137,34, NA,8, NA,4, NA, NA, NA,6, NA, NA, NA, NA, NA
6/26/2013,2013,6,26, NA, NA,20,28, NA,868, NA,64, NA, NA,18,1709,12, NA, NA,16, NA, NA,20, NA, NA, NA, NA, NA, NA,70,4, NA,6, NA, NA, NA, NA, NA,6,2, NA, NA, NA,10
6/27/2013,2013,6,27, NA, NA, NA,30, NA,613, NA,90, NA, NA,97,1822,14, NA, NA,24, NA, NA,26, NA, NA, NA, NA, NA, NA,180, NA, NA,16, NA,4, NA, NA, NA,8, NA, NA, NA, NA,2
6/28/2013,2013,6,28, NA, NA, NA,24, NA,633, NA,42, NA, NA,32,1773,12, NA, NA,8, NA, NA,22, NA, NA, NA, NA, NA, NA,137,14, NA,6, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA
5/1/2013,2013,5,1, NA, NA,2,46, NA,298, NA,85, NA, NA,26,1624, NA, NA, NA,6, NA, NA,32, NA, NA, NA, NA, NA, NA,107, NA, NA,20, NA,4, NA, NA, NA,12, NA, NA, NA, NA,0
5/2/2013,2013,5,2, NA, NA,4,101, NA,176, NA,156, NA, NA,26,1065,12, NA, NA,30, NA, NA,43, NA, NA, NA, NA, NA, NA,85,4,22, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA
5/3/2013,2013,5,3, NA, NA,150,119, NA,628, NA,334, NA, NA,71,1203,20, NA, NA,32, NA, NA,26, NA, NA, NA, NA, NA, NA,498, NA,117,22, NA,6, NA, NA, NA,8, NA,49, NA, NA, NA
5/6/2013,2013,5,6, NA, NA,138,218, NA,972, NA,420, NA, NA,192,2250,72, NA, NA,36, NA, NA,42, NA, NA, NA, NA, NA, NA,812, NA,398,4, NA,8, NA, NA, NA,16, NA,176, NA, NA, NA
5/7/2013,2013,5,7, NA, NA,24,84, NA,478, NA,200, NA, NA,68,2195,20, NA, NA,28, NA, NA,84, NA, NA, NA, NA, NA, NA,312,4, NA,22, NA,24, NA, NA, NA,2, NA,36,4, NA, NA
5/8/2013,2013,5,8, NA, NA,12,174, NA,500, NA,219, NA, NA,52,2584, NA, NA, NA,20, NA, NA,79, NA, NA, NA, NA, NA, NA,709, NA,140,46, NA,12,2, NA, NA,4, NA,4, NA, NA,22
5/9/2013,2013,5,9, NA, NA,24,61, NA,628, NA,247, NA, NA,50,678,12, NA, NA,10, NA, NA,22, NA, NA, NA, NA, NA, NA,255,8, NA,26, NA,4, NA, NA, NA,12, NA,40, NA, NA,6
5/10/2013,2013,5,10, NA, NA,14,61, NA,753, NA,247, NA, NA,50,1057,8, NA, NA,10, NA, NA,24, NA, NA, NA, NA, NA, NA,174, NA,60,2, NA, NA, NA, NA, NA,20, NA, NA, NA, NA,12
5/13/2013,2013,5,13, NA, NA,103,261, NA,2527, NA,2217, NA, NA,168,3624,4, NA, NA,24, NA, NA,24, NA, NA, NA, NA, NA, NA,443, NA,170,30, NA, NA,12, NA, NA,12,4,28, NA, NA,12
5/14/2013,2013,5,14, NA, NA,51,146, NA,2004, NA,712, NA, NA,194,4868,16, NA, NA,24, NA, NA,89, NA, NA, NA, NA, NA, NA,486, NA,97,57, NA, NA,12, NA, NA,32, NA,61, NA, NA,4
5/15/2013,2013,5,15, NA, NA,53,80, NA,1385, NA,134, NA, NA,42,3896, NA, NA, NA,12, NA, NA,28, NA, NA, NA, NA, NA, NA,239, NA,41,4, NA,4,4, NA, NA,16, NA,28, NA, NA, NA
5/16/2013,2013,5,16, NA, NA,35,22, NA,1077, NA,96, NA, NA,50,1685,4, NA, NA,2, NA, NA,12, NA, NA, NA, NA, NA, NA,237, NA, NA,8, NA,4, NA, NA, NA,4, NA,20, NA, NA, NA
5/17/2013,2013,5,17, NA, NA,57,53, NA,1636, NA,231, NA, NA,61,3730,4, NA, NA,12, NA, NA,93, NA, NA, NA, NA, NA, NA,844, NA, NA,20, NA, NA,12, NA, NA,32, NA,24, NA, NA,2
5/20/2013,2013,5,20, NA, NA,44,14, NA,1468, NA,138, NA, NA,45,949,8, NA, NA,6, NA, NA,42, NA, NA, NA, NA, NA, NA,366, NA, NA,2, NA, NA,4, NA, NA,32,4,4, NA, NA,10
5/21/2013,2013,5,21, NA, NA,65,16, NA,868, NA,124, NA, NA,28,851,4, NA, NA,12, NA, NA,22, NA, NA, NA, NA, NA, NA,326, NA, NA,18, NA,6,12, NA, NA,8,12, NA, NA, NA,14
5/22/2013,2013,5,22, NA, NA,18,8, NA,889, NA,104, NA, NA,34,753,4, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,136, NA, NA,6, NA, NA, NA, NA, NA,2,2,24, NA, NA,2
5/23/2013,2013,5,23, NA, NA,42,40, NA,3957, NA,522, NA, NA,76,1762, NA, NA, NA,6, NA, NA,22, NA, NA, NA, NA, NA, NA,186, NA, NA,20, NA,8, NA, NA, NA, NA, NA,16, NA, NA,6
5/24/2013,2013,5,24, NA, NA,72,108, NA,1360, NA,192, NA, NA,170,2764,24, NA, NA,36, NA, NA,32, NA, NA, NA, NA, NA, NA,328, NA, NA,42, NA,2,30, NA, NA, NA, NA,42, NA, NA, NA
5/28/2013,2013,5,28, NA, NA,4,154, NA,1000, NA,172, NA, NA,92,3645,40, NA, NA,64, NA, NA,210, NA, NA, NA, NA, NA, NA,1360, NA, NA,80, NA,16,8, NA, NA,14, NA,22, NA, NA, NA
5/29/2013,2013,5,29, NA, NA,24,50, NA,762, NA,132, NA, NA,22,1244,14, NA, NA,12, NA, NA,60, NA, NA, NA, NA, NA, NA,408,2,116,10, NA,4, NA, NA, NA,6, NA,18,4, NA,2
5/30/2013,2013,5,30, NA, NA,55,46, NA,474, NA,118, NA, NA,39,907,2, NA, NA,12, NA, NA,34, NA, NA, NA, NA, NA, NA,466,4, NA,16, NA,4,8, NA, NA,4,4,38, NA, NA,6
5/31/2013,2013,5,31, NA, NA, NA,40, NA,798, NA,208, NA, NA,22,1008,14, NA, NA,8, NA, NA,32, NA, NA, NA, NA, NA, NA,348, NA, NA,18, NA, NA,4, NA, NA,2, NA,10, NA, NA,2
4/1/2013,2013,4,1, NA, NA, NA,52, NA,3321, NA,153, NA, NA,60,1863,4, NA, NA,12, NA, NA,32, NA, NA, NA, NA, NA, NA,160,6, NA,2, NA, NA, NA, NA, NA,18, NA,4, NA, NA, NA
4/2/2013,2013,4,2, NA, NA, NA,64, NA,1611, NA,186, NA, NA,4,3304,6, NA, NA,12, NA, NA,6, NA, NA, NA, NA, NA, NA,60, NA, NA,6, NA, NA, NA, NA, NA,2, NA,6, NA, NA, NA
4/3/2013,2013,4,3, NA, NA, NA,26, NA,3302, NA,356, NA, NA,16,3100, NA, NA, NA,4, NA, NA,8, NA, NA, NA, NA, NA, NA,198, NA, NA, NA, NA, NA, NA, NA, NA,6, NA, NA, NA, NA, NA
4/4/2013,2013,4,4, NA, NA,61,16, NA,3544, NA,603, NA, NA,138,1628, NA, NA, NA,12, NA, NA,8, NA, NA, NA, NA, NA, NA,162, NA,202, NA, NA,8, NA, NA, NA,8, NA,77, NA, NA, NA
4/5/2013,2013,4,5, NA, NA,8,28, NA,1798, NA,267, NA, NA,88,4082,6, NA, NA,8, NA, NA,28, NA, NA, NA, NA, NA, NA,36, NA,72, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
4/9/2013,2013,4,9, NA, NA,24,93, NA,777, NA,279, NA, NA,64,5445,12, NA, NA, NA, NA, NA,60, NA, NA, NA, NA, NA, NA,96,20, NA,18, NA, NA,8, NA, NA,20, NA,4,4, NA, NA
4/10/2013,2013,4,10, NA, NA,48,62, NA,380, NA,218, NA, NA,16,1790, NA, NA, NA,26, NA, NA,48, NA, NA, NA, NA, NA, NA,103, NA, NA, NA, NA,8,4, NA, NA,22, NA, NA,4, NA,8
4/12/2013,2013,4,12, NA, NA,97,30, NA,1419, NA,208, NA, NA,12,3948,4, NA, NA,14, NA, NA,52, NA, NA, NA, NA, NA, NA,101,6,170,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,2
4/15/2013,2013,4,15, NA, NA,32,24, NA,805, NA,159, NA, NA,24,862,10, NA, NA,14, NA, NA,38, NA, NA, NA, NA, NA, NA,149,22, NA,16, NA, NA, NA, NA, NA,18, NA, NA, NA, NA,6
4/16/2013,2013,4,16, NA, NA, NA,46, NA,615, NA,988, NA, NA,64,1676,8, NA, NA,62, NA, NA,34, NA, NA, NA, NA, NA, NA,188,12, NA,16, NA, NA, NA, NA, NA,68, NA, NA, NA, NA,4
4/17/2013,2013,4,17, NA, NA, NA,8, NA,959, NA,639, NA, NA,8,583,6, NA, NA,6, NA, NA,16, NA, NA, NA, NA, NA, NA,143, NA, NA,14, NA, NA, NA, NA, NA,20, NA,4, NA, NA,10
4/18/2013,2013,4,18, NA, NA,40,10, NA,388, NA,716, NA, NA,26,862,4, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,95, NA, NA,10, NA, NA,6, NA, NA,12,2, NA, NA, NA, NA
4/19/2013,2013,4,19, NA, NA,60,12, NA,1595, NA,656, NA, NA,4,2162, NA, NA, NA,8, NA, NA,18, NA, NA, NA, NA, NA, NA,78,8,48,10, NA, NA, NA, NA, NA,6,2, NA, NA, NA, NA
4/22/2013,2013,4,22, NA, NA,72,34, NA,1530, NA,251, NA, NA,8,1150,4, NA, NA,6, NA, NA,24, NA, NA, NA, NA, NA, NA,107, NA,129,6, NA, NA,8, NA, NA,12, NA,2, NA, NA,6
4/23/2013,2013,4,23, NA, NA, NA,54, NA,1401, NA,188, NA, NA,4,1091,6, NA, NA,38, NA, NA,109, NA, NA, NA, NA, NA, NA,149, NA, NA,22, NA,6,4, NA, NA,66,2, NA,6, NA,10
4/24/2013,2013,4,24, NA, NA,72,85, NA,2393, NA,413, NA, NA,2,2841,4, NA, NA,8, NA, NA,56, NA, NA, NA, NA, NA, NA,222, NA,97,16, NA, NA,12, NA, NA,36, NA, NA, NA, NA,2
4/25/2013,2013,4,25, NA, NA,121,46, NA,1134, NA,210, NA, NA, NA,1304, NA, NA, NA,26, NA, NA,36, NA, NA, NA, NA, NA, NA,180, NA,103,8, NA,4,14, NA, NA,22, NA, NA,2, NA,4
4/26/2013,2013,4,26, NA, NA,212,30, NA,3369, NA,453, NA, NA,4,486,8, NA, NA,16, NA, NA,20, NA, NA, NA, NA, NA, NA,117, NA, NA, NA, NA, NA,8, NA, NA,40, NA, NA,6, NA,2
4/29/2013,2013,4,29, NA, NA, NA,6, NA,1458, NA,413, NA, NA,6,315,4, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA, NA,24, NA, NA, NA, NA, NA, NA, NA, NA,8,4, NA, NA, NA, NA
4/30/2013,2013,4,30, NA, NA, NA,50, NA,1814, NA,639, NA, NA,10,840,8, NA, NA,16, NA, NA,8, NA, NA, NA, NA, NA, NA,46, NA, NA,10, NA, NA, NA, NA, NA,6, NA, NA, NA, NA,2
3/1/2013,2013,3,1, NA, NA, NA,16, NA,483, NA,168, NA, NA, NA,1077, NA, NA, NA,14, NA, NA,18, NA, NA, NA, NA, NA, NA,44,4, NA, NA, NA,8, NA, NA, NA,12, NA, NA, NA, NA,14
3/4/2013,2013,3,4, NA, NA,16,16, NA,389, NA,210, NA, NA,26,559,49, NA, NA, NA, NA, NA,16, NA, NA, NA, NA, NA, NA,24, NA, NA, NA, NA,16, NA, NA, NA,16,4, NA, NA, NA, NA
3/5/2013,2013,3,5, NA, NA,251,8, NA,664, NA,535, NA, NA,251,122,24, NA, NA,24, NA, NA, NA, NA, NA, NA, NA, NA, NA,259, NA, NA,8, NA,16, NA, NA, NA,24,8,16, NA, NA,16
3/6/2013,2013,3,6, NA, NA, NA,22, NA,639, NA,122, NA, NA,267,79,16, NA, NA,36, NA, NA,18, NA, NA, NA, NA, NA, NA,293, NA, NA, NA, NA,4, NA, NA, NA,4, NA,26, NA, NA, NA
3/11/2013,2013,3,11, NA, NA,30,10, NA,498, NA,92, NA, NA,48,1203, NA, NA, NA, NA, NA, NA,4, NA, NA, NA, NA, NA, NA,188, NA,24,14, NA,8, NA, NA, NA, NA, NA,14, NA, NA,4
3/12/2013,2013,3,12, NA, NA,12,55, NA,729, NA,128, NA, NA,78,936,8, NA, NA,6, NA, NA,12, NA, NA, NA, NA, NA, NA,124, NA, NA,2, NA,4, NA, NA, NA,4, NA,30, NA, NA, NA
3/13/2013,2013,3,13, NA, NA, NA,18, NA,474, NA,219, NA, NA,42,765,8, NA, NA,4, NA, NA,24, NA, NA, NA, NA, NA, NA,98, NA,66,12, NA, NA,4, NA, NA,4, NA,36, NA, NA,14
3/14/2013,2013,3,14, NA, NA, NA,48, NA,298, NA,158, NA, NA,97,583, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,46, NA,142, NA, NA, NA,12, NA, NA,4, NA,18, NA, NA, NA
3/15/2013,2013,3,15, NA, NA,53,16, NA,583, NA,134, NA, NA,68,409, NA, NA, NA,8, NA, NA,8, NA, NA, NA, NA, NA, NA,128, NA, NA,12, NA, NA, NA, NA, NA,8, NA,12, NA, NA,36
3/18/2013,2013,3,18, NA, NA,16,18, NA,465, NA,218, NA, NA,4,860,8, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA,14, NA, NA, NA, NA, NA, NA,2, NA, NA, NA,6
3/19/2013,2013,3,19, NA, NA,8,128, NA,567, NA,97, NA, NA,200,1779,30, NA, NA,48, NA, NA,48, NA, NA, NA, NA, NA, NA,502, NA,50,12, NA,4,8, NA, NA, NA, NA, NA, NA, NA,12
3/20/2013,2013,3,20, NA, NA,170,48, NA,1520, NA,710, NA, NA,72,1737, NA, NA, NA,18, NA, NA,42, NA, NA, NA, NA, NA, NA,220, NA, NA, NA, NA, NA, NA, NA, NA,18, NA,12, NA, NA,12
3/21/2013,2013,3,21, NA, NA,226,18, NA,3602, NA,364, NA, NA,72,972, NA, NA, NA, NA, NA, NA,56, NA, NA, NA, NA, NA, NA,186, NA,72,12, NA, NA, NA, NA, NA, NA,4,85, NA, NA, NA
3/22/2013,2013,3,22, NA, NA,12,72, NA,1701, NA,772, NA, NA,30,1069,6, NA, NA,6, NA, NA,24, NA, NA, NA, NA, NA, NA,310,24, NA,12, NA,12,6, NA, NA, NA, NA,30, NA, NA, NA
3/25/2013,2013,3,25, NA, NA,76,36, NA,1026, NA,538, NA, NA,40,2182,8, NA, NA,20, NA, NA,44, NA, NA, NA, NA, NA, NA,254, NA, NA, NA, NA, NA, NA, NA, NA, NA,28,60, NA, NA,28
3/26/2013,2013,3,26, NA, NA,48,98, NA,905, NA,652, NA, NA,52,1976,16, NA, NA,36, NA, NA, NA, NA, NA, NA, NA, NA, NA,554, NA,88,8, NA, NA, NA, NA, NA, NA, NA,81, NA, NA,8
3/27/2013,2013,3,27, NA, NA,28,56, NA,1044, NA,228, NA, NA,30,1232,12, NA, NA,44, NA, NA,32, NA, NA, NA, NA, NA, NA,208, NA, NA,40, NA,12,12, NA, NA, NA,4,68, NA, NA,12
3/28/2013,2013,3,28, NA, NA,94,66, NA,2132, NA,362, NA, NA,24,2361,14, NA, NA,52, NA, NA,36, NA, NA, NA, NA, NA, NA,258, NA,59,38, NA,12,6, NA, NA, NA,6,74, NA, NA,12
3/29/2013,2013,3,29, NA, NA, NA,24, NA,780, NA,352, NA, NA,104,3833, NA, NA, NA,12, NA, NA,32, NA, NA, NA, NA, NA, NA,300, NA,41,12, NA,8,12, NA, NA,8,4,24, NA, NA,4
2/4/2013,2013,2,4, NA, NA,8,40, NA,413, NA,291, NA, NA,12,461,6, NA, NA,12, NA, NA,22, NA, NA, NA, NA, NA, NA,103,2,48,6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,14
2/5/2013,2013,2,5, NA, NA, NA,4, NA,2826, NA,186, NA, NA,6,396,4, NA, NA,4, NA, NA,6, NA, NA, NA, NA, NA, NA,78,10, NA, NA, NA,4, NA, NA, NA,24, NA, NA, NA, NA, NA
2/6/2013,2013,2,6, NA, NA,24,119, NA,631, NA,198, NA, NA,36,909,12, NA, NA,24, NA, NA,14, NA, NA, NA, NA, NA, NA,80,24,58, NA, NA, NA, NA, NA, NA,8, NA,2,2, NA, NA
2/7/2013,2013,2,7, NA, NA, NA,6, NA,3410, NA,348, NA, NA,4,1441, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,48, NA, NA, NA, NA,2, NA, NA, NA,4, NA, NA, NA, NA, NA
2/8/2013,2013,2,8, NA, NA,36,315, NA,710, NA,394, NA, NA,60,3699, NA, NA, NA,26, NA, NA,24, NA, NA, NA, NA, NA, NA,46, NA,120,10, NA,2, NA, NA, NA,4,4, NA, NA, NA, NA
2/11/2013,2013,2,11, NA, NA,10,68, NA,437, NA,279, NA, NA,24,1490,4, NA, NA,14, NA, NA,8, NA, NA, NA, NA, NA, NA,131,2, NA,12, NA,4,2, NA, NA,4,2, NA, NA, NA, NA
2/12/2013,2013,2,12, NA, NA, NA, NA, NA,4378, NA,494, NA, NA, NA,356, NA, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA, NA,60, NA, NA,4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
2/13/2013,2013,2,13, NA, NA, NA,6, NA,3402, NA,571, NA, NA,12,619, NA, NA, NA,6, NA, NA,8, NA, NA, NA, NA, NA, NA,48,22, NA,2, NA, NA, NA, NA, NA,2, NA, NA, NA, NA, NA
2/14/2013,2013,2,14, NA, NA,40,16, NA,648, NA,340, NA, NA,12,810,10, NA, NA,12, NA, NA,14, NA, NA, NA, NA, NA, NA,74,10,186,10, NA,4, NA, NA, NA,6,4, NA, NA, NA,2
2/15/2013,2013,2,15, NA, NA,8,8, NA,656, NA,230, NA, NA,8,376,10, NA, NA,4, NA, NA,4, NA, NA, NA, NA, NA, NA,68,18, NA,8, NA,4, NA, NA, NA,4, NA, NA,2, NA, NA
2/18/2013,2013,2,18, NA, NA,32,24, NA,344, NA,157, NA, NA, NA,777,8, NA, NA,4, NA, NA,12, NA, NA, NA, NA, NA, NA,105, NA,60,6, NA,4, NA, NA, NA, NA,2, NA, NA, NA,4
2/19/2013,2013,2,19, NA, NA,12,72, NA,1413, NA,141, NA, NA,8,793, NA, NA, NA, NA, NA, NA,14, NA, NA, NA, NA, NA, NA,483,6, NA,10, NA,4, NA, NA, NA,6,4, NA, NA, NA,42
2/20/2013,2013,2,20, NA, NA,8,59, NA,899, NA,279, NA, NA,4,911, NA, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,97,14,88,4, NA, NA,6, NA, NA,4, NA, NA, NA, NA, NA
2/21/2013,2013,2,21, NA, NA,20,4, NA,571, NA,40, NA, NA, NA,115, NA, NA, NA,2, NA, NA, NA, NA, NA, NA, NA, NA, NA,38,2,30, NA, NA, NA, NA, NA, NA,10, NA, NA, NA, NA, NA
2/22/2013,2013,2,22, NA, NA,72,87, NA,660, NA,70, NA, NA,14,208,8, NA, NA,10, NA, NA,6, NA, NA, NA, NA, NA, NA,50,4,50, NA, NA,10, NA, NA, NA,4,6, NA, NA, NA,6
2/25/2013,2013,2,25, NA, NA, NA,18, NA,1626, NA,70, NA, NA, NA,1030,4, NA, NA,2, NA, NA,4, NA, NA, NA, NA, NA, NA,48,14, NA,2, NA,4,6, NA, NA,10,2,2, NA, NA,10
2/26/2013,2013,2,26, NA, NA,354,99, NA,1071, NA,99, NA, NA,6,818,4, NA, NA,10, NA, NA,24, NA, NA, NA, NA, NA, NA,90,30, NA,20, NA,6, NA, NA, NA,30,2,4,4, NA,50
2/27/2013,2013,2,27, NA, NA,60,40, NA,170, NA,145, NA, NA, NA,421,8, NA, NA,18, NA, NA,12, NA, NA, NA, NA, NA, NA,117,6,113,8, NA,6,10, NA, NA,8,6, NA, NA, NA,48
2/28/2013,2013,2,28, NA, NA,212,28, NA,275, NA,218, NA, NA,4,860,10, NA, NA,4, NA, NA,14, NA, NA, NA, NA, NA, NA,68, NA,32,6, NA,4, NA, NA, NA,20, NA, NA, NA, NA,6
